,symbol,metric,value
665,AMAT,Beta (5Y Monthly),1.59
666,AMAT,PE Ratio (TTM),18.32
667,AMAT,EPS (TTM),8.33
668,AMAT,Earnings Date,"Feb 14, 2024 - Feb 21, 2024"
669,AMAT,Forward Dividend & Yield,1.28 (0.86%)
670,AMAT,Ex-Dividend Date,"Nov 22, 2023"
671,AMAT,1y Target Est,146.37
672,APTV,Previous Close,81.46
673,APTV,Open,80.27
674,APTV,Bid,80.57 x 4000
675,APTV,Ask,80.70 x 800
676,APTV,Day's Range,80.14 - 80.90
677,APTV,52 Week Range,71.01 - 124.88
678,APTV,Volume,"196,614"
679,APTV,Avg. Volume,"2,168,493"
680,APTV,Market Cap,22.874B
681,APTV,Beta (5Y Monthly),2.07
682,APTV,PE Ratio (TTM),10.07
683,APTV,EPS (TTM),8.03
684,APTV,Earnings Date,"Nov 02, 2023"
685,APTV,Forward Dividend & Yield,N/A (N/A)
686,APTV,Ex-Dividend Date,"Feb 04, 2020"
687,APTV,1y Target Est,115.46
688,ACGL,Previous Close,84.46
689,ACGL,Open,85.00
690,ACGL,Bid,86.55 x 1100
691,ACGL,Ask,86.69 x 1300
692,ACGL,Day's Range,84.98 - 86.75
693,ACGL,52 Week Range,57.34 - 90.65
694,ACGL,Volume,"168,134"
695,ACGL,Avg. Volume,"1,827,060"
696,ACGL,Market Cap,32.13B
697,ACGL,Beta (5Y Monthly),0.68
698,ACGL,PE Ratio (TTM),11.11
699,ACGL,EPS (TTM),7.75
700,ACGL,Earnings Date,"Feb 12, 2024 - Feb 16, 2024"
701,ACGL,Forward Dividend & Yield,N/A (N/A)
702,ACGL,Ex-Dividend Date,N/A
703,ACGL,1y Target Est,96.21
704,ADM,Previous Close,73.61
705,ADM,Open,73.78
706,ADM,Bid,73.54 x 800
707,ADM,Ask,73.56 x 1000
708,ADM,Day's Range,73.44 - 73.83
709,ADM,52 Week Range,69.31 - 98.12
710,ADM,Volume,"149,414"
711,ADM,Avg. Volume,"2,864,710"
712,ADM,Market Cap,39.217B
713,ADM,Beta (5Y Monthly),0.84
714,ADM,PE Ratio (TTM),10.23
715,ADM,EPS (TTM),7.19
716,ADM,Earnings Date,"Jan 24, 2024 - Jan 29, 2024"
717,ADM,Forward Dividend & Yield,1.80 (2.45%)
718,ADM,Ex-Dividend Date,"Nov 14, 2023"
719,ADM,1y Target Est,92.23
720,ANET,Previous Close,215.34
721,ANET,Open,212.77
722,ANET,Bid,214.22 x 900
723,ANET,Ask,214.46 x 900
724,ANET,Day's Range,212.15 - 214.71
725,ANET,52 Week Range,108.91 - 218.36
726,ANET,Volume,"424,370"
727,ANET,Avg. Volume,"2,152,242"
728,ANET,Market Cap,66.103B
729,ANET,Beta (5Y Monthly),1.12
730,ANET,PE Ratio (TTM),35.35
731,ANET,EPS (TTM),6.01
732,ANET,Earnings Date,"Feb 12, 2024 - Feb 16, 2024"
733,ANET,Forward Dividend & Yield,N/A (N/A)
734,ANET,Ex-Dividend Date,N/A
735,ANET,1y Target Est,220.32
736,AJG,Previous Close,245.45
737,AJG,Open,245.32
738,AJG,Bid,0.00 x 800
739,AJG,Ask,0.00 x 1000
740,AJG,Day's Range,244.95 - 247.56
741,AJG,52 Week Range,174.45 - 249.36
742,AJG,Volume,"611,369"
743,AJG,Avg. Volume,"784,581"
744,AJG,Market Cap,53.235B
745,AJG,Beta (5Y Monthly),0.70
746,AJG,PE Ratio (TTM),47.42
747,AJG,EPS (TTM),5.20
748,AJG,Earnings Date,"Jan 24, 2024 - Jan 29, 2024"
749,AJG,Forward Dividend & Yield,2.20 (0.89%)
750,AJG,Ex-Dividend Date,"Nov 30, 2023"
751,AJG,1y Target Est,254.80
752,AIZ,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
753,T,Previous Close,16.10
754,T,Open,15.90
755,T,Bid,16.06 x 21500
756,T,Ask,16.12 x 1800
757,T,Day's Range,16.03 - 16.12
758,T,52 Week Range,13.43 - 21.53
759,T,Volume,"1,184,826"
760,T,Avg. Volume,"36,623,951"
761,T,Market Cap,114.865B
762,T,Beta (5Y Monthly),0.71
763,T,PE Ratio (TTM),N/A
764,T,EPS (TTM),-1.51
765,T,Earnings Date,"Jan 23, 2024 - Jan 29, 2024"
766,T,Forward Dividend & Yield,1.11 (6.89%)
767,T,Ex-Dividend Date,"Oct 06, 2023"
768,T,1y Target Est,18.38
769,ATO,Previous Close,113.90
770,ATO,Open,113.24
771,ATO,Bid,112.78 x 900
772,ATO,Ask,112.79 x 800
773,ATO,Day's Range,111.98 - 113.50
774,ATO,52 Week Range,101.00 - 125.28
775,ATO,Volume,"1,181,090"
776,ATO,Avg. Volume,"887,135"
777,ATO,Market Cap,16.768B
778,ATO,Beta (5Y Monthly),0.65
779,ATO,PE Ratio (TTM),18.48
780,ATO,EPS (TTM),6.11
781,ATO,Earnings Date,"Feb 05, 2024 - Feb 09, 2024"
782,ATO,Forward Dividend & Yield,3.22 (2.83%)
783,ATO,Ex-Dividend Date,"Nov 24, 2023"
784,ATO,1y Target Est,121.57
785,ADSK,Previous Close,219.70
786,ADSK,Open,219.00
787,ADSK,Bid,219.07 x 1400
788,ADSK,Ask,219.68 x 1000
789,ADSK,Day's Range,217.80 - 221.74
790,ADSK,52 Week Range,179.61 - 232.15
791,ADSK,Volume,"236,975"
792,ADSK,Avg. Volume,"1,214,712"
793,ADSK,Market Cap,47.034B
794,ADSK,Beta (5Y Monthly),1.46
795,ADSK,PE Ratio (TTM),54.73
796,ADSK,EPS (TTM),4.02
797,ADSK,Earnings Date,"Nov 21, 2023"
798,ADSK,Forward Dividend & Yield,N/A (N/A)
799,ADSK,Ex-Dividend Date,"Mar 22, 2005"
800,ADSK,1y Target Est,241.26
801,ADP,Previous Close,231.71
802,ADP,Open,231.81
803,ADP,Bid,230.46 x 1000
804,ADP,Ask,230.63 x 1200
805,ADP,Day's Range,230.33 - 232.15
806,ADP,52 Week Range,201.46 - 274.92
807,ADP,Volume,"124,537"
808,ADP,Avg. Volume,"1,529,118"
809,ADP,Market Cap,94.736B
810,ADP,Beta (5Y Monthly),0.84
811,ADP,PE Ratio (TTM),27.39
812,ADP,EPS (TTM),8.41
813,ADP,Earnings Date,"Jan 23, 2024 - Jan 29, 2024"
814,ADP,Forward Dividend & Yield,5.60 (2.42%)
815,ADP,Ex-Dividend Date,"Dec 07, 2023"
816,ADP,1y Target Est,247.69
817,AZO,Previous Close,"2,649.25"
818,AZO,Open,"2,660.00"
819,AZO,Bid,"2,644.22 x 800"
820,AZO,Ask,"2,651.50 x 1100"
821,AZO,Day's Range,"2,643.87 - 2,658.00"
822,AZO,52 Week Range,"2,277.88 - 2,750.00"
823,AZO,Volume,"12,147"
824,AZO,Avg. Volume,"135,293"
825,AZO,Market Cap,46.624B
826,AZO,Beta (5Y Monthly),0.65
827,AZO,PE Ratio (TTM),19.96
828,AZO,EPS (TTM),132.46
829,AZO,Earnings Date,"Dec 05, 2023"
830,AZO,Forward Dividend & Yield,N/A (N/A)
831,AZO,Ex-Dividend Date,N/A
832,AZO,1y Target Est,"2,854.25"
833,AVB,Previous Close,169.04
834,AVB,Open,168.28
835,AVB,Bid,0.00 x 800
836,AVB,Ask,171.87 x 900
837,AVB,Day's Range,166.60 - 171.19
838,AVB,52 Week Range,153.07 - 198.66
839,AVB,Volume,"968,131"
840,AVB,Avg. Volume,"683,112"
841,AVB,Market Cap,24.309B
842,AVB,Beta (5Y Monthly),0.96
843,AVB,PE Ratio (TTM),26.05
844,AVB,EPS (TTM),6.57
845,AVB,Earnings Date,"Feb 06, 2024 - Feb 12, 2024"
846,AVB,Forward Dividend & Yield,6.60 (3.86%)
847,AVB,Ex-Dividend Date,"Dec 28, 2023"
848,AVB,1y Target Est,192.55
849,AVY,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
850,AXON,Previous Close,226.22
851,AXON,Open,226.00
852,AXON,Bid,228.85 x 800
853,AXON,Ask,229.26 x 1000
854,AXON,Day's Range,226.00 - 229.47
855,AXON,52 Week Range,162.39 - 231.71
856,AXON,Volume,"53,982"
857,AXON,Avg. Volume,"474,284"
858,AXON,Market Cap,17.067B
859,AXON,Beta (5Y Monthly),0.85
860,AXON,PE Ratio (TTM),115.62
861,AXON,EPS (TTM),1.97
862,AXON,Earnings Date,"Nov 07, 2023"
863,AXON,Forward Dividend & Yield,N/A (N/A)
864,AXON,Ex-Dividend Date,N/A
865,AXON,1y Target Est,243.50
866,BKR,Previous Close,33.87
867,BKR,Open,33.80
868,BKR,Bid,33.81 x 800
869,BKR,Ask,33.83 x 1100
870,BKR,Day's Range,33.73 - 33.95
871,BKR,52 Week Range,26.12 - 37.58
872,BKR,Volume,"392,253"
873,BKR,Avg. Volume,"6,999,131"
874,BKR,Market Cap,34.288B
875,BKR,Beta (5Y Monthly),1.45
876,BKR,PE Ratio (TTM),20.26
877,BKR,EPS (TTM),1.67
878,BKR,Earnings Date,"Jan 22, 2024 - Jan 26, 2024"
879,BKR,Forward Dividend & Yield,0.80 (2.36%)
880,BKR,Ex-Dividend Date,"Nov 03, 2023"
881,BKR,1y Target Est,41.54
882,BALL,Previous Close,51.87
883,BALL,Open,52.21
884,BALL,Bid,51.99 x 900
885,BALL,Ask,52.65 x 900
886,BALL,Day's Range,51.79 - 52.50
887,BALL,52 Week Range,42.81 - 62.14
888,BALL,Volume,"2,168,149"
889,BALL,Avg. Volume,"2,063,379"
890,BALL,Market Cap,16.509B
891,BALL,Beta (5Y Monthly),0.85
892,BALL,PE Ratio (TTM),27.27
893,BALL,EPS (TTM),1.92
894,BALL,Earnings Date,"Jan 31, 2024 - Feb 05, 2024"
895,BALL,Forward Dividend & Yield,0.80 (1.53%)
896,BALL,Ex-Dividend Date,"Nov 30, 2023"
897,BALL,1y Target Est,56.33
898,BAC,Previous Close,30.01
899,BAC,Open,29.99
900,BAC,Bid,29.74 x 1100
901,BAC,Ask,29.76 x 4000
902,BAC,Day's Range,29.55 - 29.99
903,BAC,52 Week Range,24.96 - 37.87
904,BAC,Volume,"8,050,591"
905,BAC,Avg. Volume,"45,229,348"
906,BAC,Market Cap,235.71B
907,BAC,Beta (5Y Monthly),1.39
908,BAC,PE Ratio (TTM),8.34
909,BAC,EPS (TTM),3.57
910,BAC,Earnings Date,"Jan 12, 2024"
911,BAC,Forward Dividend & Yield,0.96 (3.20%)
912,BAC,Ex-Dividend Date,"Nov 30, 2023"
913,BAC,1y Target Est,33.86
914,BK,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
915,BBWI,Previous Close,29.06
916,BBWI,Open,28.61
917,BBWI,Bid,29.09 x 1400
918,BBWI,Ask,29.11 x 900
919,BBWI,Day's Range,28.50 - 29.47
920,BBWI,52 Week Range,27.30 - 49.55
921,BBWI,Volume,"727,433"
922,BBWI,Avg. Volume,"3,590,570"
923,BBWI,Market Cap,6.575B
924,BBWI,Beta (5Y Monthly),1.83
925,BBWI,PE Ratio (TTM),9.18
926,BBWI,EPS (TTM),3.15
927,BBWI,Earnings Date,"Feb 21, 2024 - Feb 26, 2024"
928,BBWI,Forward Dividend & Yield,0.80 (2.75%)
929,BBWI,Ex-Dividend Date,"Nov 16, 2023"
930,BBWI,1y Target Est,40.33
931,BAX,Previous Close,35.62
932,BAX,Open,35.50
933,BAX,Bid,35.61 x 1400
934,BAX,Ask,35.59 x 1400
935,BAX,Day's Range,35.56 - 35.79
936,BAX,52 Week Range,31.01 - 56.92
937,BAX,Volume,"183,954"
938,BAX,Avg. Volume,"5,103,392"
939,BAX,Market Cap,18.073B
940,BAX,Beta (5Y Monthly),0.58
941,BAX,PE Ratio (TTM),77.45
942,BAX,EPS (TTM),0.46
943,BAX,Earnings Date,"Feb 07, 2024 - Feb 12, 2024"
944,BAX,Forward Dividend & Yield,1.16 (3.26%)
945,BAX,Ex-Dividend Date,"Nov 30, 2023"
946,BAX,1y Target Est,43.85
947,BDX,Previous Close,233.27
948,BDX,Open,232.50
949,BDX,Bid,0.00 x 900
950,BDX,Ask,238.75 x 900
951,BDX,Day's Range,230.83 - 234.61
952,BDX,52 Week Range,228.62 - 287.32
953,BDX,Volume,"2,345,114"
954,BDX,Avg. Volume,"1,245,026"
955,BDX,Market Cap,67.79B
956,BDX,Beta (5Y Monthly),0.57
957,BDX,PE Ratio (TTM),45.91
958,BDX,EPS (TTM),5.09
959,BDX,Earnings Date,"Jan 31, 2024 - Feb 05, 2024"
960,BDX,Forward Dividend & Yield,3.80 (1.63%)
961,BDX,Ex-Dividend Date,"Dec 07, 2023"
962,BDX,1y Target Est,282.00
963,BRK.B,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
964,BBY,Previous Close,68.11
965,BBY,Open,65.00
966,BBY,Bid,66.17 x 800
967,BBY,Ask,66.23 x 1100
968,BBY,Day's Range,62.94 - 66.49
969,BBY,52 Week Range,62.30 - 93.32
970,BBY,Volume,"3,253,060"
971,BBY,Avg. Volume,"2,501,315"
972,BBY,Market Cap,14.43B
973,BBY,Beta (5Y Monthly),1.55
974,BBY,PE Ratio (TTM),11.43
975,BBY,EPS (TTM),5.80
976,BBY,Earnings Date,"Nov 21, 2023"
977,BBY,Forward Dividend & Yield,3.68 (5.40%)
978,BBY,Ex-Dividend Date,"Sep 18, 2023"
979,BBY,1y Target Est,78.10
980,BIO,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
981,TECH,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
982,BIIB,Previous Close,230.11
983,BIIB,Open,230.40
984,BIIB,Bid,230.95 x 800
985,BIIB,Ask,231.30 x 800
986,BIIB,Day's Range,230.15 - 231.91
987,BIIB,52 Week Range,220.86 - 319.76
988,BIIB,Volume,"113,423"
989,BIIB,Avg. Volume,"938,884"
990,BIIB,Market Cap,33.508B
991,BIIB,Beta (5Y Monthly),0.10
992,BIIB,PE Ratio (TTM),22.99
993,BIIB,EPS (TTM),10.06
994,BIIB,Earnings Date,"Feb 13, 2024 - Feb 19, 2024"
995,BIIB,Forward Dividend & Yield,N/A (N/A)
996,BIIB,Ex-Dividend Date,N/A
997,BIIB,1y Target Est,323.48
998,BLK,Previous Close,720.92
999,BLK,Open,719.80
1000,BLK,Bid,720.14 x 1000
1001,BLK,Ask,720.89 x 800
1002,BLK,Day's Range,718.72 - 721.82
1003,BLK,52 Week Range,596.18 - 781.77
1004,BLK,Volume,"55,937"
1005,BLK,Avg. Volume,"614,568"
1006,BLK,Market Cap,107.379B
1007,BLK,Beta (5Y Monthly),1.29
1008,BLK,PE Ratio (TTM),30.99
1009,BLK,EPS (TTM),23.29
1010,BLK,Earnings Date,"Jan 11, 2024 - Jan 15, 2024"
1011,BLK,Forward Dividend & Yield,20.00 (2.77%)
1012,BLK,Ex-Dividend Date,"Dec 06, 2023"
1013,BLK,1y Target Est,761.69
1014,BX,Previous Close,104.96
1015,BX,Open,104.67
1016,BX,Bid,105.00 x 900
1017,BX,Ask,107.00 x 1000
1018,BX,Day's Range,104.39 - 106.83
1019,BX,52 Week Range,71.72 - 116.78
1020,BX,Volume,"2,621,546"
1021,BX,Avg. Volume,"6,259,341"
1022,BX,Market Cap,128.754B
1023,BX,Beta (5Y Monthly),1.45
1024,BX,PE Ratio (TTM),43.81
1025,BX,EPS (TTM),2.43
1026,BX,Earnings Date,"Jan 24, 2024 - Jan 29, 2024"
1027,BX,Forward Dividend & Yield,3.32 (3.16%)
1028,BX,Ex-Dividend Date,"Oct 27, 2023"
1029,BX,1y Target Est,105.88
1030,BA,Previous Close,208.04
1031,BA,Open,211.01
1032,BA,Bid,216.94 x 900
1033,BA,Ask,217.50 x 1100
1034,BA,Day's Range,210.94 - 218.88
1035,BA,52 Week Range,171.00 - 243.10
1036,BA,Volume,"11,522,345"
1037,BA,Avg. Volume,"5,422,267"
1038,BA,Market Cap,131.71B
1039,BA,Beta (5Y Monthly),1.48
1040,BA,PE Ratio (TTM),N/A
1041,BA,EPS (TTM),-4.70
1042,BA,Earnings Date,"Jan 23, 2024 - Jan 29, 2024"
1043,BA,Forward Dividend & Yield,N/A (N/A)
1044,BA,Ex-Dividend Date,"Feb 13, 2020"
1045,BA,1y Target Est,222.44
1046,BKNG,Previous Close,"3,157.94"
1047,BKNG,Open,"3,141.88"
1048,BKNG,Bid,"3,149.55 x 1100"
1049,BKNG,Ask,"3,156.09 x 1000"
1050,BKNG,Day's Range,"3,145.01 - 3,168.60"
1051,BKNG,52 Week Range,"1,899.31 - 3,251.71"
1052,BKNG,Volume,"17,744"
1053,BKNG,Avg. Volume,"254,898"
1054,BKNG,Market Cap,110.548B
1055,BKNG,Beta (5Y Monthly),1.36
1056,BKNG,PE Ratio (TTM),22.40
1057,BKNG,EPS (TTM),141.46
1058,BKNG,Earnings Date,"Nov 02, 2023"
1059,BKNG,Forward Dividend & Yield,N/A (N/A)
1060,BKNG,Ex-Dividend Date,N/A
1061,BKNG,1y Target Est,"3,434.15"
1062,BWA,Previous Close,34.52
1063,BWA,Open,34.32
1064,BWA,Bid,34.40 x 900
1065,BWA,Ask,34.44 x 1100
1066,BWA,Day's Range,34.24 - 34.60
1067,BWA,52 Week Range,31.63 - 47.05
1068,BWA,Volume,"65,000"
1069,BWA,Avg. Volume,"2,144,550"
1070,BWA,Market Cap,8.079B
1071,BWA,Beta (5Y Monthly),1.43
1072,BWA,PE Ratio (TTM),8.38
1073,BWA,EPS (TTM),4.10
1074,BWA,Earnings Date,"Feb 07, 2024 - Feb 12, 2024"
1075,BWA,Forward Dividend & Yield,0.44 (1.27%)
1076,BWA,Ex-Dividend Date,"Nov 30, 2023"
1077,BWA,1y Target Est,44.98
1078,BXP,Previous Close,55.09
1079,BXP,Open,54.39
1080,BXP,Bid,53.75 x 1100
1081,BXP,Ask,53.75 x 800
1082,BXP,Day's Range,53.30 - 54.82
1083,BXP,52 Week Range,46.18 - 79.42
1084,BXP,Volume,"203,021"
1085,BXP,Avg. Volume,"1,530,578"
1086,BXP,Market Cap,8.425B
1087,BXP,Beta (5Y Monthly),1.21
1088,BXP,PE Ratio (TTM),43.64
1089,BXP,EPS (TTM),1.23
1090,BXP,Earnings Date,"Jan 29, 2024 - Feb 02, 2024"
1091,BXP,Forward Dividend & Yield,3.92 (7.12%)
1092,BXP,Ex-Dividend Date,"Sep 28, 2023"
1093,BXP,1y Target Est,64.50
1094,BSX,Previous Close,54.46
1095,BSX,Open,54.66
1096,BSX,Bid,54.61 x 1300
1097,BSX,Ask,54.63 x 1000
1098,BSX,Day's Range,54.48 - 54.85
1099,BSX,52 Week Range,42.73 - 55.38
1100,BSX,Volume,"816,456"
1101,BSX,Avg. Volume,"8,559,448"
1102,BSX,Market Cap,80.2B
1103,BSX,Beta (5Y Monthly),0.77
1104,BSX,PE Ratio (TTM),66.76
1105,BSX,EPS (TTM),0.82
1106,BSX,Earnings Date,"Jan 30, 2024 - Feb 05, 2024"
1107,BSX,Forward Dividend & Yield,N/A (N/A)
1108,BSX,Ex-Dividend Date,N/A
1109,BSX,1y Target Est,60.48
1110,BMY,Previous Close,48.90
1111,BMY,Open,48.83
1112,BMY,Bid,48.76 x 1100
1113,BMY,Ask,48.77 x 1000
1114,BMY,Day's Range,48.57 - 48.98
1115,BMY,52 Week Range,48.42 - 81.44
1116,BMY,Volume,"2,031,228"
1117,BMY,Avg. Volume,"12,392,951"
1118,BMY,Market Cap,99.398B
1119,BMY,Beta (5Y Monthly),0.37
1120,BMY,PE Ratio (TTM),12.40
1121,BMY,EPS (TTM),3.94
1122,BMY,Earnings Date,"Feb 02, 2024"
1123,BMY,Forward Dividend & Yield,2.28 (4.66%)
1124,BMY,Ex-Dividend Date,"Oct 05, 2023"
1125,BMY,1y Target Est,63.23
1126,AVGO,Previous Close,995.71
1127,AVGO,Open,975.00
1128,AVGO,Bid,979.41 x 800
1129,AVGO,Ask,980.07 x 1200
1130,AVGO,Day's Range,971.63 - 987.03
1131,AVGO,52 Week Range,514.83 - 999.87
1132,AVGO,Volume,"1,460,882"
1133,AVGO,Avg. Volume,"2,250,078"
1134,AVGO,Market Cap,404.361B
1135,AVGO,Beta (5Y Monthly),1.12
1136,AVGO,PE Ratio (TTM),30.19
1137,AVGO,EPS (TTM),32.45
1138,AVGO,Earnings Date,"Dec 06, 2023 - Dec 11, 2023"
1139,AVGO,Forward Dividend & Yield,18.40 (1.85%)
1140,AVGO,Ex-Dividend Date,"Sep 20, 2023"
1141,AVGO,1y Target Est,977.61
1142,BR,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
1143,BRO,Previous Close,73.44
1144,BRO,Open,72.84
1145,BRO,Bid,74.00 x 800
1146,BRO,Ask,73.99 x 1000
1147,BRO,Day's Range,73.58 - 74.32
1148,BRO,52 Week Range,52.82 - 74.57
1149,BRO,Volume,"82,891"
1150,BRO,Avg. Volume,"1,280,200"
1151,BRO,Market Cap,21.093B
1152,BRO,Beta (5Y Monthly),0.76
1153,BRO,PE Ratio (TTM),28.18
1154,BRO,EPS (TTM),2.63
1155,BRO,Earnings Date,"Jan 22, 2024 - Jan 26, 2024"
1156,BRO,Forward Dividend & Yield,0.52 (0.71%)
1157,BRO,Ex-Dividend Date,"Oct 31, 2023"
1158,BRO,1y Target Est,79.60
1159,BF.B,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
1160,BG,Previous Close,107.70
1161,BG,Open,107.70
1162,BG,Bid,107.62 x 800
1163,BG,Ask,107.88 x 800
1164,BG,Day's Range,107.09 - 108.17
1165,BG,52 Week Range,87.87 - 116.59
1166,BG,Volume,"91,483"
1167,BG,Avg. Volume,"1,082,925"
1168,BG,Market Cap,15.573B
1169,BG,Beta (5Y Monthly),0.65
1170,BG,PE Ratio (TTM),8.30
1171,BG,EPS (TTM),12.92
1172,BG,Earnings Date,"Feb 06, 2024 - Feb 12, 2024"
1173,BG,Forward Dividend & Yield,2.65 (2.46%)
1174,BG,Ex-Dividend Date,"Feb 15, 2024"
1175,BG,1y Target Est,134.67
1176,CDNS,Previous Close,270.25
1177,CDNS,Open,270.57
1178,CDNS,Bid,270.96 x 900
1179,CDNS,Ask,271.23 x 1200
1180,CDNS,Day's Range,270.39 - 272.61
1181,CDNS,52 Week Range,154.88 - 274.32
1182,CDNS,Volume,"109,540"
1183,CDNS,Avg. Volume,"1,293,678"
1184,CDNS,Market Cap,73.732B
1185,CDNS,Beta (5Y Monthly),1.04
1186,CDNS,PE Ratio (TTM),77.21
1187,CDNS,EPS (TTM),3.51
1188,CDNS,Earnings Date,"Feb 12, 2024 - Feb 16, 2024"
1189,CDNS,Forward Dividend & Yield,N/A (N/A)
1190,CDNS,Ex-Dividend Date,N/A
1191,CDNS,1y Target Est,276.21
1192,CZR,Previous Close,46.27
1193,CZR,Open,45.86
1194,CZR,Bid,45.21 x 3000
1195,CZR,Ask,45.27 x 800
1196,CZR,Day's Range,45.06 - 45.88
1197,CZR,52 Week Range,38.33 - 60.27
1198,CZR,Volume,"144,999"
1199,CZR,Avg. Volume,"2,820,268"
1200,CZR,Market Cap,9.754B
1201,CZR,Beta (5Y Monthly),2.90
1202,CZR,PE Ratio (TTM),13.79
1203,CZR,EPS (TTM),3.28
1204,CZR,Earnings Date,"Feb 19, 2024 - Feb 23, 2024"
1205,CZR,Forward Dividend & Yield,N/A (N/A)
1206,CZR,Ex-Dividend Date,N/A
1207,CZR,1y Target Est,62.57
1208,CPT,Previous Close,87.35
1209,CPT,Open,87.09
1210,CPT,Bid,87.01 x 900
1211,CPT,Ask,88.44 x 800
1212,CPT,Day's Range,86.50 - 88.88
1213,CPT,52 Week Range,82.81 - 127.60
1214,CPT,Volume,"1,732,806"
1215,CPT,Avg. Volume,"823,112"
1216,CPT,Market Cap,9.46B
1217,CPT,Beta (5Y Monthly),0.85
1218,CPT,PE Ratio (TTM),43.43
1219,CPT,EPS (TTM),2.04
1220,CPT,Earnings Date,"Jan 31, 2024 - Feb 05, 2024"
1221,CPT,Forward Dividend & Yield,4.00 (4.58%)
1222,CPT,Ex-Dividend Date,"Sep 28, 2023"
1223,CPT,1y Target Est,108.61
1224,CPB,Previous Close,40.73
1225,CPB,Open,40.88
1226,CPB,Bid,40.55 x 900
1227,CPB,Ask,40.56 x 1000
1228,CPB,Day's Range,40.51 - 40.92
1229,CPB,52 Week Range,37.94 - 57.78
1230,CPB,Volume,"144,803"
1231,CPB,Avg. Volume,"2,909,521"
1232,CPB,Market Cap,12.086B
1233,CPB,Beta (5Y Monthly),0.35
1234,CPB,PE Ratio (TTM),14.25
1235,CPB,EPS (TTM),2.85
1236,CPB,Earnings Date,"Dec 05, 2023 - Dec 11, 2023"
1237,CPB,Forward Dividend & Yield,1.48 (3.63%)
1238,CPB,Ex-Dividend Date,"Oct 04, 2023"
1239,CPB,1y Target Est,44.81
1240,COF,Previous Close,107.15
1241,COF,Open,106.81
1242,COF,Bid,106.67 x 900
1243,COF,Ask,106.73 x 800
1244,COF,Day's Range,106.12 - 107.25
1245,COF,52 Week Range,83.93 - 123.09
1246,COF,Volume,"163,981"
1247,COF,Avg. Volume,"2,329,089"
1248,COF,Market Cap,40.503B
1249,COF,Beta (5Y Monthly),1.47
1250,COF,PE Ratio (TTM),7.97
1251,COF,EPS (TTM),13.35
1252,COF,Earnings Date,"Jan 22, 2024 - Jan 26, 2024"
1253,COF,Forward Dividend & Yield,2.40 (2.24%)
1254,COF,Ex-Dividend Date,"Nov 10, 2023"
1255,COF,1y Target Est,110.64
1256,CAH,Previous Close,103.39
1257,CAH,Open,102.91
1258,CAH,Bid,104.04 x 900
1259,CAH,Ask,0.00 x 1100
1260,CAH,Day's Range,102.91 - 105.81
1261,CAH,52 Week Range,68.53 - 105.81
1262,CAH,Volume,"2,061,675"
1263,CAH,Avg. Volume,"2,131,096"
1264,CAH,Market Cap,25.943B
1265,CAH,Beta (5Y Monthly),0.77
1266,CAH,PE Ratio (TTM),172.56
1267,CAH,EPS (TTM),0.61
1268,CAH,Earnings Date,"Jan 31, 2024 - Feb 05, 2024"
1269,CAH,Forward Dividend & Yield,2.00 (1.90%)
1270,CAH,Ex-Dividend Date,"Dec 29, 2023"
1271,CAH,1y Target Est,108.75
1272,KMX,Previous Close,65.04
1273,KMX,Open,64.18
1274,KMX,Bid,64.18 x 800
1275,KMX,Ask,64.23 x 1000
1276,KMX,Day's Range,63.50 - 64.30
1277,KMX,52 Week Range,52.10 - 87.50
1278,KMX,Volume,"204,183"
1279,KMX,Avg. Volume,"2,074,046"
1280,KMX,Market Cap,10.181B
1281,KMX,Beta (5Y Monthly),1.48
1282,KMX,PE Ratio (TTM),22.44
1283,KMX,EPS (TTM),2.86
1284,KMX,Earnings Date,"Dec 21, 2023"
1285,KMX,Forward Dividend & Yield,N/A (N/A)
1286,KMX,Ex-Dividend Date,N/A
1287,KMX,1y Target Est,76.00
1288,CCL,Previous Close,14.57
1289,CCL,Open,14.32
1290,CCL,Bid,14.19 x 900
1291,CCL,Ask,14.20 x 4000
1292,CCL,Day's Range,13.88 - 14.36
1293,CCL,52 Week Range,7.53 - 19.55
1294,CCL,Volume,"10,274,337"
1295,CCL,Avg. Volume,"28,249,415"
1296,CCL,Market Cap,18.464B
1297,CCL,Beta (5Y Monthly),2.45
1298,CCL,PE Ratio (TTM),N/A
1299,CCL,EPS (TTM),-1.29
1300,CCL,Earnings Date,"Dec 19, 2023 - Dec 26, 2023"
1301,CCL,Forward Dividend & Yield,N/A (N/A)
1302,CCL,Ex-Dividend Date,"Feb 20, 2020"
1303,CCL,1y Target Est,16.86
1304,CARR,Previous Close,53.59
1305,CARR,Open,53.15
1306,CARR,Bid,52.97 x 800
